GENRE,GENRE_Pred_NB,GENRE_Pred_NB_oversampled,GENRE_Pred_NB_undersampled,GENRE_Pred_logistic_reg,GENRE_Pred_logistic_reg_oversampled,GENRE_Pred_logistic_reg_undersampled
drama,drama,drama,thriller,drama,drama,romance
talk-show,documentary,music,game-show,comedy,music,talk-show
action,drama,action,action,action,action,action
comedy,drama,comedy,romance,comedy,comedy,romance
documentary,documentary,documentary,drama,documentary,documentary,drama
fantasy,drama,mystery,mystery,drama,animation,mystery
comedy,drama,comedy,news,comedy,comedy,news
comedy,drama,comedy,comedy,comedy,comedy,comedy
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,short,history,documentary,animation,history
documentary,documentary,history,war,documentary,history,war
documentary,documentary,short,family,documentary,short,documentary
thriller,drama,thriller,thriller,thriller,thriller,thriller
documentary,documentary,documentary,talk-show,documentary,documentary,talk-show
drama,drama,drama,horror,drama,drama,comedy
music,documentary,game-show,game-show,short,action,musical
comedy,drama,thriller,thriller,comedy,thriller,thriller
family,drama,drama,family,drama,short,family
drama,drama,drama,music,drama,music,music
reality-tv,documentary,sport,sport,documentary,reality-tv,sport
comedy,drama,comedy,comedy,comedy,comedy,comedy
drama,drama,thriller,thriller,drama,thriller,thriller
documentary,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,documentary,musical,documentary,documentary,musical
documentary,documentary,documentary,documentary,documentary,documentary,documentary
short,drama,thriller,romance,drama,drama,romance
comedy,drama,drama,mystery,drama,short,reality-tv
thriller,drama,short,thriller,drama,thriller,fantasy
romance,drama,romance,romance,drama,romance,romance
drama,drama,drama,fantasy,drama,drama,fantasy
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,news,documentary,documentary,talk-show
drama,drama,horror,mystery,drama,drama,mystery
music,documentary,music,music,music,music,music
documentary,documentary,documentary,biography,documentary,documentary,biography
short,drama,comedy,drama,drama,drama,romance
documentary,documentary,documentary,documentary,documentary,documentary,history
documentary,drama,drama,talk-show,drama,drama,sport
documentary,documentary,action,war,documentary,documentary,documentary
talk-show,documentary,reality-tv,romance,comedy,reality-tv,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,thriller,drama,drama,romance
short,drama,drama,documentary,drama,drama,musical
adult,documentary,short,adult,short,adult,biography
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,documentary,documentary,documentary,documentary,crime
drama,drama,drama,drama,drama,drama,romance
drama,drama,thriller,thriller,drama,drama,drama
drama,drama,drama,drama,drama,comedy,drama
comedy,drama,comedy,horror,comedy,comedy,adult
comedy,drama,drama,comedy,comedy,comedy,comedy
sport,documentary,sport,sport,documentary,sport,sport
music,documentary,music,game-show,music,music,music
comedy,drama,comedy,horror,comedy,comedy,romance
drama,drama,drama,thriller,drama,drama,reality-tv
documentary,documentary,documentary,news,documentary,documentary,news
comedy,drama,comedy,western,comedy,comedy,western
adventure,documentary,family,family,documentary,reality-tv,family
documentary,documentary,documentary,documentary,documentary,documentary,documentary
western,drama,western,western,drama,western,western
drama,drama,drama,horror,drama,horror,western
drama,drama,drama,war,drama,drama,romance
documentary,drama,drama,documentary,drama,drama,documentary
drama,drama,drama,thriller,drama,comedy,thriller
documentary,drama,drama,documentary,documentary,documentary,documentary
documentary,documentary,documentary,biography,documentary,documentary,biography
comedy,drama,horror,drama,drama,documentary,drama
adventure,drama,history,history,drama,history,history
comedy,drama,comedy,horror,comedy,comedy,horror
comedy,documentary,talk-show,game-show,documentary,game-show,game-show
short,documentary,short,short,short,short,short
documentary,documentary,comedy,talk-show,documentary,documentary,documentary
comedy,drama,drama,romance,drama,drama,romance
reality-tv,documentary,reality-tv,reality-tv,documentary,documentary,reality-tv
short,documentary,short,music,short,short,news
adventure,drama,horror,fantasy,horror,fantasy,fantasy
crime,drama,crime,crime,drama,crime,crime
documentary,documentary,short,romance,documentary,short,romance
mystery,drama,crime,crime,drama,crime,crime
drama,drama,drama,romance,drama,drama,drama
sci-fi,drama,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
short,drama,short,short,drama,short,short
drama,drama,sci-fi,sci-fi,drama,action,sci-fi
western,drama,western,western,western,western,western
drama,drama,western,war,drama,drama,war
drama,drama,drama,drama,drama,drama,drama
family,drama,romance,romance,drama,drama,romance
documentary,documentary,war,war,drama,war,war
drama,drama,thriller,drama,drama,drama,drama
comedy,documentary,documentary,thriller,documentary,documentary,comedy
documentary,documentary,documentary,documentary,documentary,documentary,documentary
mystery,drama,western,comedy,drama,drama,comedy
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,short,horror,drama,drama,drama
comedy,drama,short,thriller,short,short,thriller
documentary,documentary,documentary,biography,documentary,documentary,biography
comedy,drama,short,romance,drama,short,romance
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,western,western,drama,crime,crime
documentary,documentary,documentary,crime,documentary,documentary,drama
short,documentary,documentary,news,documentary,documentary,documentary
comedy,drama,drama,sci-fi,drama,drama,drama
drama,documentary,family,music,short,short,short
western,drama,western,western,western,western,western
romance,drama,drama,romance,drama,drama,romance
western,drama,western,western,drama,western,western
comedy,drama,comedy,romance,drama,drama,romance
comedy,drama,horror,horror,comedy,comedy,news
documentary,documentary,documentary,history,documentary,documentary,history
comedy,drama,music,family,comedy,animation,family
western,drama,western,western,western,western,western
documentary,documentary,documentary,short,documentary,short,short
drama,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,biography,drama,drama,biography
documentary,documentary,mystery,mystery,documentary,documentary,mystery
comedy,drama,thriller,horror,comedy,comedy,horror
short,drama,romance,romance,comedy,romance,romance
documentary,documentary,documentary,talk-show,documentary,documentary,talk-show
documentary,documentary,biography,biography,documentary,documentary,biography
adult,documentary,sci-fi,sci-fi,documentary,sci-fi,sci-fi
drama,drama,thriller,drama,drama,thriller,drama
adventure,drama,fantasy,game-show,drama,action,game-show
animation,drama,short,horror,short,short,short
drama,drama,drama,romance,drama,drama,musical
comedy,documentary,horror,horror,comedy,adventure,horror
comedy,drama,drama,fantasy,drama,comedy,fantasy
adventure,drama,thriller,mystery,thriller,thriller,mystery
drama,drama,short,short,drama,adventure,animation
western,drama,western,western,western,western,western
documentary,documentary,documentary,sport,documentary,documentary,sport
western,drama,western,western,drama,western,western
drama,drama,comedy,drama,drama,drama,comedy
comedy,drama,drama,drama,drama,drama,drama
action,drama,action,sport,action,action,sport
horror,drama,horror,horror,drama,horror,horror
drama,drama,romance,romance,drama,romance,romance
documentary,documentary,documentary,documentary,documentary,documentary,reality-tv
comedy,drama,drama,biography,drama,drama,biography
short,documentary,documentary,reality-tv,documentary,reality-tv,reality-tv
adventure,drama,fantasy,fantasy,drama,adventure,fantasy
short,documentary,documentary,biography,documentary,documentary,biography
comedy,drama,comedy,crime,comedy,comedy,crime
documentary,documentary,documentary,sci-fi,documentary,animation,animation
comedy,drama,comedy,drama,comedy,comedy,comedy
western,drama,western,western,western,western,western
short,drama,short,horror,short,short,horror
biography,documentary,adult,history,documentary,documentary,history
comedy,drama,comedy,drama,comedy,comedy,drama
comedy,drama,comedy,game-show,documentary,short,sport
action,drama,fantasy,sci-fi,drama,action,sci-fi
short,drama,crime,crime,short,short,crime
music,documentary,reality-tv,talk-show,documentary,reality-tv,talk-show
documentary,documentary,sci-fi,sci-fi,documentary,documentary,history
comedy,drama,comedy,comedy,drama,comedy,comedy
comedy,drama,adventure,adventure,comedy,adventure,adventure
documentary,documentary,short,horror,drama,short,horror
short,documentary,short,short,short,short,musical
drama,drama,drama,romance,drama,drama,romance
drama,drama,drama,drama,drama,drama,drama
horror,drama,horror,horror,horror,horror,horror
adventure,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,documentary,drama,drama,drama,music
adult,drama,adult,adult,drama,drama,adult
comedy,drama,drama,short,drama,drama,short
documentary,documentary,documentary,war,documentary,documentary,history
short,drama,comedy,biography,comedy,comedy,biography
short,documentary,horror,horror,short,short,horror
drama,drama,drama,thriller,drama,drama,family
documentary,documentary,history,war,documentary,action,history
adult,drama,drama,war,drama,war,war
documentary,documentary,documentary,war,documentary,documentary,war
drama,drama,romance,fantasy,drama,drama,family
short,drama,reality-tv,game-show,reality-tv,reality-tv,game-show
documentary,documentary,documentary,war,documentary,documentary,biography
documentary,documentary,documentary,drama,documentary,documentary,drama
drama,drama,thriller,drama,comedy,comedy,drama
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,comedy,horror,comedy,comedy,horror
drama,drama,short,thriller,drama,drama,romance
documentary,documentary,documentary,history,documentary,documentary,history
comedy,drama,adult,adult,comedy,adult,adult
comedy,drama,comedy,adult,drama,comedy,adult
family,documentary,family,family,family,family,family
mystery,documentary,documentary,news,documentary,documentary,documentary
romance,drama,adult,adult,drama,drama,romance
action,drama,action,western,action,action,western
documentary,drama,drama,drama,documentary,documentary,drama
short,documentary,documentary,history,documentary,documentary,history
drama,drama,drama,mystery,drama,drama,mystery
documentary,documentary,documentary,music,documentary,documentary,music
drama,drama,drama,drama,drama,drama,drama
drama,drama,romance,romance,drama,drama,drama
comedy,drama,comedy,romance,drama,comedy,war
